feature,importance
weak_score,0.4023650704002507
gap_rollmean,0.27124536119397913
Global_active_power,0.09757823584075809
Global_intensity,0.09105756235726514
power_factor,0.037770361293921355
resid_wh,0.03700408998304438
Sub_metering_2,0.013933000600648811
Sub_metering_3,0.013308697770886977
Global_reactive_power,0.011638127944415481
Sub_metering_1,0.011534461692766037
gap_abs_diff,0.007126963333109382
Voltage,0.0054380675889545566
