feature,importance
weak_score,0.4224080257312453
gap_rollmean,0.2415162539616816
Global_intensity,0.07749838581890972
Global_active_power,0.0759238333089784
power_factor,0.042554896601998356
resid_wh,0.04149680056228613
Sub_metering_3,0.03449989508432263
Sub_metering_2,0.01921716488828276
Global_reactive_power,0.01468167072065101
Voltage,0.011428604204479557
Sub_metering_1,0.010849682056707678
gap_abs_diff,0.0079247870604567
