feature,importance
weak_score,0.5245782444001057
Voltage,0.21316957413977122
gap_abs_diff,0.1192245656649742
gap_rollmean,0.053240374484468785
Global_active_power,0.039847131769495676
power_factor,0.039375810690708675
resid_wh,0.009628350837308109
Global_intensity,0.0009359480037494491
Sub_metering_1,3.695657645765489e-12
Sub_metering_3,2.2418877489572546e-12
Global_reactive_power,2.1617697028269966e-12
Sub_metering_2,1.3188786254369458e-12
