feature,importance
weak_score,0.43063765936926207
Voltage,0.14030895696106568
gap_rollmean,0.1402159613601446
gap_abs_diff,0.1110969358944444
power_factor,0.08271756362126914
Global_active_power,0.07803581187961947
resid_wh,0.016987110894198815
Sub_metering_2,5.927892162026552e-12
Global_reactive_power,5.190204334891846e-12
Sub_metering_1,3.083313167350509e-12
Sub_metering_3,2.9075825167942216e-12
Global_intensity,2.8873942598118338e-12
